Country,Year,HPI,Inflation_Rate,GDP,GDP_Growth_Rate,Total_Refugees,Total_Asylum,Population,HPI_Growth,Rugees_Growth,Refugees_per_1000
Lithuania,2019,131.61,2.33450937988027,55122066225.79599,4.677351557968066,1822,408,2794137,6.843643448611793,5.257076834199884,0.6520796940164351
Lithuania,2020,141.18,1.19989444983569,57412038533.27175,0.04281401734867529,1880,122,2794885,7.271483929792563,3.1833150384193196,0.6726573723069107
Lithuania,2021,163.84,4.68354420903453,67037321008.96792,6.380016762043212,1880,122,2800839,16.050432072531517,0,0.6712274429197823
Lithuania,2022,195.05,19.7050461518394,71033884499.78238,2.537525008871725,67638,491,2831639,19.049072265625007,3497.7659574468084,23.886519432738424
Lithuania,2023,214.2,9.11731962390475,79789877416.16808,0.3422625522291298,80225,333,2871585,9.8179953857985,18.60936160146663,27.937532756300094
Luxembourg,2010,80.14,2.2736791162154,56213985987.41678,3.7604135925509463,3254,660,506953,-62.586367880485525,-95.94390775942662,6.418740987823329
Luxembourg,2011,83.09,3.41068341068342,61696281326.245255,1.0442986945573125,2855,1694,518347,3.6810581482405826,-12.261831591886908,5.50789336101106
Luxembourg,2012,86.58,2.66284165508021,59776383527.36017,1.6499020297865172,2910,1239,530946,4.2002647731375555,1.926444833625219,5.480783356499531
Luxembourg,2013,90.89,1.73403963519162,65203276466.976265,3.1717904991600534,901,1003,543360,4.97805497805498,-69.03780068728523,1.658200824499411
Luxembourg,2014,94.88,0.628543985440717,68804811897.64447,2.623086015771918,1091,1226,556319,4.38992188359555,21.08768035516093,1.9611050494410578
Luxembourg,2015,100,0.474743161437779,60071584216.13747,2.269784484195654,1306,2349,569604,5.396290050590224,19.706691109074242,2.2928209773807766
Luxembourg,2016,106.01,0.290833333333317,62216885435.94879,4.978190436816291,2020,2186,582014,6.010000000000005,54.67075038284839,3.470706890212263
Luxembourg,2017,111.96,1.73079959118887,65712180342.98364,1.3171876629367745,2020,1495,596336,5.6126780492406265,0,3.387352096804486
Luxembourg,2018,119.86,1.5281952430738,71000359760.46112,1.219321918563594,2020,1485,607950,7.056091461236161,0,3.3226416646105763
Luxembourg,2019,131.99,1.74332075653848,69890505323.5842,2.915847915000498,2548,1785,620001,10.12014016352412,26.13861386138614,4.1096707908535635
Luxembourg,2020,151.12,0.819957302127036,73699366700.21344,-0.9098297988867188,5158,1400,630419,14.493522236533066,102.43328100470958,8.181860001046923
Luxembourg,2021,172.15,2.52692009066166,85584105993.87459,7.168401986977486,6011,1765,640064,13.916093170989944,16.537417603722375,9.391248375162483
Luxembourg,2022,188.6,6.33600807777919,81641807865.75908,1.3801858908320668,11952,2615,653103,9.555620098751081,98.83546830810181,18.300329350806837
Luxembourg,2023,171.48,3.74140361983136,85755006123.5976,-1.0957236157699413,13735,3745,666430,-9.07741251325557,14.918005354752342,20.609816484852125
Hungary,2010,93.66,4.85555795691956,132175349953.71332,1.0762540427766965,5400,354,10000023,-45.381385584324704,-60.68438296323262,0.5399987580028567
Hungary,2011,90.45,3.9299209893507,141942264554.47513,1.8668374754429775,5085,360,9971727,-3.4272901985906405,-5.833333333333333,0.5099417583333359
Hungary,2012,87.1,5.65214517088646,128814279315.1317,-1.2502260234706313,4034,386,9920362,-3.703703703703713,-20.668633235004915,0.4066383867846758
Hungary,2013,84.87,1.73319984983101,135684315697.7134,1.8025221008226568,2422,1876,9893082,-2.5602755453501604,-39.96033713435796,0.2448175401760543
Hungary,2014,88.43,-0.227566270988219,141033843265.66858,4.232209806142691,2854,15664,9866468,4.1946506421585985,17.836498761354253,0.2892625810979167
Hungary,2015,100,-0.0616446800641672,125174166987.37167,3.7073159793626047,4383,36671,9843028,13.083795092163284,53.5739313244569,0.44528980309717703
Hungary,2016,113.38,0.394769306686392,128609822750.03862,2.201001892938564,4736,3396,9814023,13.379999999999995,8.053844398813597,0.4825747810046909
Hungary,2017,127.24,2.34824281150154,143112196040.32568,4.271976016206949,5671,666,9787966,12.224378197212912,19.74239864864865,0.5793849304339636
Hungary,2018,145.5,2.85024792594646,160565642983.58676,5.36234836176223,6019,120,9775564,14.350833071361214,6.136483865279492,0.6157189498222302
Hungary,2019,170.17,3.33858635382008,164020460331.65897,4.864225735118907,5750,222,9771141,16.95532646048109,-4.469180927064296,0.5884676108962096
Hungary,2020,178.58,3.32674385766738,157288955508.17633,-4.487046047653081,5838,38,9750149,4.942116706822604,1.5304347826086957,0.598760080486975
Hungary,2021,208.04,5.11096534382855,182109999477.69073,7.061220609729119,5676,5,9709891,16.496808153208633,-2.774922918807811,0.5845585702249386
Hungary,2022,254.52,14.6081439492433,177006128624.62692,4.583407672950685,35370,20,9644377,22.34185733512787,523.1501057082452,3.667421959966932
Hungary,2023,272.54,17.1249659678737,212388906458.7239,-0.9076859561402416,63180,5,9592186,7.079993713657083,78.62595419847328,6.586611227096722
Malta,2010,91.04,1.51563513618532,9097044160.947304,6.197345169111898,6143,1282,414508,-66.59572906729288,-90.2769863880975,14.819979349011358
Malta,2011,89.8,2.9629852819288,9789361703.697311,0.9919636752963754,6948,1448,416268,-1.3620386643233844,13.104346410548592,16.691170111562744
Malta,2012,92.54,2.37582057760386,9609532088.886831,4.10259030296838,8242,754,420028,3.051224944320723,18.62406447898676,19.62250135705239
Malta,2013,92.16,1.1802843636655,10796782637.510044,6.291715744012578,9900,900,425967,-0.41063323968014875,20.116476583353553,23.241236997232182
Malta,2014,94.51,0.310306472181665,11888032872.432009,7.631129374826855,6095,176,434558,2.549913194444454,-38.43434343434343,14.02574570022874
Malta,2015,100,1.10054826378929,11340795041.806463,9.62109756228348,7068,574,445053,5.808909110147069,15.963904840032814,15.881254592149698
Malta,2016,105.45,0.642702771527304,12025782834.359615,4.077719294812837,7941,868,455356,5.450000000000003,12.35144312393888,17.439102592257488
Malta,2017,111.03,1.36435448150708,14161366723.677876,12.972119343497951,7994,1349,467999,5.291607396870553,0.6674222390127188,17.08123307955786
Malta,2018,117.45,1.15782362451517,16153779511.155882,7.18909653691901,8579,1860,484630,5.782221021345584,7.317988491368527,17.702164537894888
Malta,2019,124.65,1.6420600176894,16337793530.77884,4.084706028473391,8908,3681,504062,6.130268199233719,3.8349457978785404,17.672429185298633
Malta,2020,128.86,0.638544956776712,16385919535.674229,-3.474687509322522,9168,4047,515332,3.3774568792619397,2.918724741805119,17.79047293783425
Malta,2021,135.44,1.49789217934724,19718565605.43304,13.460305196059494,9335,3674,518536,5.106316933105683,1.8215532286212914,18.0026073406668
Malta,2022,144.45,6.15375621933037,19209979975.232304,4.147882816011332,11098,2070,531511,6.6523922031895975,18.885913229780396,20.880094673487474
Malta,2023,153.42,5.09396758978883,22328640241.555298,7.498512459378688,11724,815,552747,6.209761163032191,5.640655974049378,21.210427193634704
Netherlands,2010,111.48,1.27530569556683,852464982433.335,1.3193202329624398,74948,13034,16615394,-27.336722721939765,539.2698737632207,4.510756711517042
Netherlands,2011,109.27,2.34107017751373,913140741332.6866,1.7733452065724578,74587,10406,16693074,-1.9824183710082595,-0.48166728932059566,4.468140499467025
Netherlands,2012,101.96,2.45554765291604,845689017065.6252,-0.9778770085138292,71893,10406,16754962,-6.689850828223669,-3.6118894713555982,4.2908482872118725
Netherlands,2013,95.81,2.50689852657885,883951539006.6692,-0.03023245165529431,74700,0,16804432,-6.031777167516665,3.904413503400887,4.4452558705941385
Netherlands,2014,96.61,0.976035079699679,901556501756.4674,1.6126100744912293,82483,6914,16865008,0.8349859096127723,10.4190093708166,4.890777401350773
Netherlands,2015,100,0.600248147278776,775743675302.734,2.120605224217172,88518,28030,16939923,3.508953524479868,7.316659190378623,5.225407459053976
Netherlands,2016,105.29,0.316666666666743,797163949289.8853,2.424285765366335,101727,10369,17030314,5.290000000000006,14.922388666711855,5.973289746742191
Netherlands,2017,113.81,1.38145871407206,848233537845.8838,2.7815460987956016,103843,5818,17131296,8.091936556178169,2.080077069018058,6.061596273860425
Netherlands,2018,124.4,1.7034979474447,929733599796.862,2.2587403962495216,101824,12303,17231624,9.304981987523067,-1.9442812707645196,5.90913543610283
Netherlands,2019,133.38,2.63369910249601,928903005576.4692,2.300091594761966,94417,15599,17344874,7.218649517684879,-7.27431646763042,5.443510284364129
Netherlands,2020,144.07,1.27246037789161,932560861701.17,-3.867953393234231,95897,11882,17441500,8.014694856800118,1.5675143247508394,5.4982082963047905
Netherlands,2021,164.94,2.67572008805385,1054472123449.5956,6.276830732305257,99585,17106,17533044,14.486013743319223,3.845792881946255,5.6798465799777835
Netherlands,2022,186.84,10.0012078753473,1046540797548.6422,5.007234590450366,237368,31594,17700982,13.277555474718083,138.35718230657227,13.409877485893157
Netherlands,2023,183.26,3.83839354342808,1154361305398.0596,0.07456072164949035,237767,43915,17877117,-1.9160779276386277,0.16809342455596374,13.300075174313621
Austria,2010,77.32,1.81353438995062,389827789217.6341,1.808982669608497,42613,25602,8363404,-57.8085779766452,-82.07783249988434,5.09517416592574
Austria,2011,81.47,3.2865791487538,428954737064.05725,2.9274679078969257,47055,24464,8391643,5.367304707708233,10.42404899913172,5.607364374294759
Austria,2012,86.86,2.48567562177015,406750487603.5899,0.6282461794139493,51707,22418,8429991,6.61593224499816,9.886303262140048,6.133695753649085
Austria,2013,91.2,2.00015616900597,426580502769.4165,-0.2507265459267387,55575,22731,8479823,4.996546166244535,7.4806119094126515,6.553792455337806
Austria,2014,94.68,1.60581182954474,438556021078.0341,0.7557990768927993,60724,22745,8546356,3.8157894736842146,9.264957264957264,7.105250471663011
Austria,2015,100,0.89656333526032,379546097300.6326,1.3035230979888863,72198,80060,8642699,5.6189269117025695,18.895329688426322,8.353640454214592
Austria,2016,106.71,0.891591752655362,393687359770.2733,2.1172196709610773,93242,76382,8736668,6.709999999999994,29.147621817778884,10.672489786724185
Austria,2017,112.14,2.08126911385587,414926138132.6913,2.272250120374593,115252,56279,8797566,5.088557773404561,23.605242272795522,13.100441644882231
Austria,2018,118.83,1.9983798142954,452582294972.7754,2.4842208668992782,128779,37347,8840521,5.965757089352593,11.736889598445147,14.566901656587886
Austria,2019,125.97,1.53089564152644,442983642371.8424,1.7549764558532956,135951,26696,8879920,6.008583690987125,5.569231008161268,15.309935224641663
Austria,2020,135.52,1.38191063351862,434397601557.69617,-6.318255286702083,141816,20710,8916864,7.581170119869819,4.314054328397732,15.904246156496274
Austria,2021,151.02,2.7666666666667,480467037338.78296,4.795329105514583,152514,27847,8955797,11.437426210153482,7.543577593501438,17.02964013141432
Austria,2022,168.49,8.5468699318845,471773629830.3812,5.277894212037154,258613,53087,9041851,11.56800423784929,69.56672830035275,28.601776339822454
Austria,2023,163.68,7.81413417002832,511685203845.0012,-0.9549623668492586,257811,38039,9131761,-2.854768829010625,-0.31011588744572005,28.23234204224136
Poland,2010,105.61,2.58069370250543,478111630683.5141,3.168927482580358,15537,2111,38042794,-35.477761485826,-93.97349220940922,0.4084084886089071
Poland,2011,105.7,4.2394014962594,527848543023.4693,5.25546256612796,15834,2873,38063255,0.08521920272701772,1.9115659393705349,0.4159917484723784
Poland,2012,102.01,3.56037151702783,498148649702.66,1.51178167644575,15897,2394,38063164,-3.4910122989593164,0.3978779840848806,0.4176478865498412
Poland,2013,97.54,0.991982606332428,518179836405.3601,0.6842406070518052,16428,2157,38040196,-4.381923340848935,3.340252877901491,0.4318589735972969
Poland,2014,98.5,0.0538213132399802,542134167178.6268,3.920508623900318,15730,2675,38011735,0.984211605495175,-4.248843438032627,0.41381957440248385
Poland,2015,100,-0.87412587412577,480054118583.3665,4.431767002644776,14057,3281,37986412,1.5228426395939088,-10.63572790845518,0.37005337592821347
Poland,2016,101.86,-0.664767331433961,473259583969.64294,3.03117767594847,11738,3412,37970087,1.8599999999999994,-16.49711887315928,0.3091380854618532
Poland,2017,105.78,2.0759355367385,528356676667.2107,5.1524577332590695,12225,2878,37974826,3.84841939917534,4.148918043959789,0.32192379235654695
Poland,2018,112.74,1.81295156542679,594616687350.0171,6.245858472394204,12495,3059,37974750,6.579693703913778,2.208588957055215,0.32903442418975765
Poland,2019,122.52,2.227478809383,602683770144.8804,4.58045817256199,12658,4783,37965475,8.674827035657266,1.3045218087234893,0.3334081820390763
Poland,2020,135.36,3.37446972618589,605914237903.7422,-2.035568823999768,2771,3602,37899070,10.479921645445655,-78.10870595670723,0.0731152505853046
Poland,2021,147.77,5.05502704719272,689170230665.3503,6.9271826605250055,4875,3823,36981559,9.168144208037821,75.92926741248647,0.13182245778226925
Poland,2022,165.21,14.4294507575758,695607470875.2762,5.255456973860362,971129,3020,36821749,11.80212492386817,19820.594871794874,26.373787947986933
Poland,2023,179.78,11.5289127961105,809200697797.0883,0.13883275478718815,971478,6989,36687353,8.819078748259786,0.03593755309541781,26.479915299422117
Portugal,2010,107.36,1.40257289895369,238443864993.21713,1.737624510454367,368,61,10573100,-40.28256758260096,-99.962119574504,0.03480530780944094
Portugal,2011,102.09,3.65301100430724,245426767676.00244,-1.7135275032034514,399,212,10557560,-4.908718330849475,8.423913043478262,0.037792823341756994
Portugal,2012,94.87,2.77333854051586,216536676771.97272,-4.050902618683551,473,192,10514844,-7.072191203839748,18.546365914786968,0.04498402448956922
Portugal,2013,93.09,0.274416666666663,226677408291.74533,-0.984106758103536,596,198,10457295,-1.8762517128702447,26.004228329809724,0.056993706307415064
Portugal,2014,97.04,-0.278153367467428,230078616299.6753,0.7413914705836788,704,327,10401062,4.2432055000537146,18.120805369127517,0.06768539597206516
Portugal,2015,100,0.48793862390472,199038523119.63937,1.5897982889385531,851,571,10358076,3.050288540807908,20.880681818181817,0.08215811507851459
Portugal,2016,107.12,0.607397074641719,206305431241.63824,2.004141093604872,1189,850,10325452,7.1200000000000045,39.71797884841363,0.11515234393612987
Portugal,2017,117.02,1.36861411643472,220862990767.2286,3.314720782334163,1619,45,10300300,9.24197162061239,36.16484440706476,0.15717988796442822
Portugal,2018,129.03,0.993715683468326,242092894542.88766,2.9462824162085326,2130,85,10283822,10.263202871304056,31.562693020382955,0.2071214379245382
Portugal,2019,141.88,0.338178410046034,240115970063.01923,2.745684716195541,2375,1057,10286263,9.958924281174916,11.502347417840376,0.23089046041307715
Portugal,2020,154.33,-0.0124383299575305,229618773422.5765,-8.20463206255478,2405,1154,10297081,8.775021144629276,1.263157894736842,0.23356133646030366
Portugal,2021,168.84,1.26565719069044,256055879091.13928,5.5587575230543536,2651,2162,10361831,9.401930927233842,10.22869022869023,0.25584281388106017
Portugal,2022,190.17,7.83269124233323,256898675068.92703,6.98584193827881,59777,968,10434332,12.633262260127923,2154.8849490758203,5.728876558652725
Portugal,2023,205.76,4.31128191898672,289114289663.54236,2.526281108067636,62807,1267,10578174,8.197928169532526,5.068839185639962,5.937414151062367
Romania,2010,119.54,6.09141668601891,170064350671.8273,-3.905811573029723,1019,372,20246871,-41.90318818040435,-98.37756937920933,0.05032876438043192
Romania,2011,104.83,5.7892532881588,192623977894.17337,4.495589099463132,1003,751,20147528,-12.305504433662378,-1.5701668302257115,0.04978278228475473
Romania,2012,99.51,3.33492267693442,179117323107.08725,1.9036169679960293,1263,21,20058035,-5.074883144138122,25.922233300099702,0.06296728468167494
Romania,2013,99.26,3.9847123554813,189798603751.23535,0.27877187747023413,1747,121,19983693,-0.2512310320570797,38.32145684877276,0.08742127893978356
Romania,2014,97.22,1.06830987684298,199722319675.74103,4.116001092678317,2171,325,19908979,-2.055208543219833,24.270177447052088,0.10904627505006662
Romania,2015,100,-0.594156437495203,177885131240.31528,3.157036054385401,2581,408,19815616,2.859493931289859,18.88530631045601,0.1302508082514316
Romania,2016,105.95,-1.54479666813897,185290759248.84393,2.859932523020888,2880,72,19702267,5.950000000000003,11.584657109647424,0.14617607202257488
Romania,2017,112.36,1.3390212110439,210147385855.41937,8.195478266412607,3911,1514,19588715,6.050023596035863,35.798611111111114,0.19965577119275052
Romania,2018,118.62,4.62548443137779,243468683030.3401,6.120930007146001,4134,1476,19473970,5.571377714489147,5.7018665302991565,0.2122833710845811
Romania,2019,122.69,3.82785432599438,251677082534.49512,3.9232638496349352,3860,916,19371648,3.43112459956162,-6.627963231736817,0.19926027976556254
Romania,2020,128.44,2.63107311184743,252033792712.14456,-3.67438440910189,3581,2242,19265250,4.686608525552205,-7.227979274611399,0.1858787194560154
Romania,2021,134.09,5.05232876096582,286578196368.29675,5.545709625905104,4200,1504,19122059,4.398941139831833,17.285674392627758,0.21964161913735336
Romania,2022,143.7,13.7954887432521,296354358293.4749,3.965307663117173,105621,1172,19048502,7.166828249683037,2414.785714285714,5.544845468688298
Romania,2023,148.43,10.3971874764996,350775856415.1892,2.404271779128095,87487,1068,19059479,3.29157967988867,-17.16893420815936,4.590209417581666
Slovenia,2010,117.21,1.80117022137134,47793117240.90009,1.112137415513487,315,112,2048583,-21.033483797076073,-99.63994650633808,0.1537648218305043
Slovenia,2011,120.39,1.8028517194191,51199194599.30944,0.6554399117825369,134,93,2052843,2.7130790888149536,-57.460317460317455,0.06527532792327519
Slovenia,2012,112.09,2.59741386039003,46167053954.33673,-2.915538602698604,169,93,2057159,-6.8942603206246345,26.119402985074625,0.08215213311173322
Slovenia,2013,106.21,1.76920085881907,47867056858.88915,-0.8237772383204884,202,5,2059953,-5.245784637344999,19.526627218934912,0.09806048972962005
Slovenia,2014,99.2,0.19934382657075,49514466379.605705,2.762831643163707,251,61,2061980,-6.600131814330093,24.257425742574256,0.12172765982211273
Slovenia,2015,100,-0.525552285820877,42709468274.81365,2.393308724360736,284,92,2063531,0.8064516129032229,13.147410358565736,0.1376281722930259
Slovenia,2016,103.25,-0.054999541670474,44290685824.0682,3.0344139541518445,454,309,2065042,3.25,59.859154929577464,0.21985025001912795
Slovenia,2017,111.79,1.42910743319306,48153200134.66126,5.174404539564435,611,264,2066388,8.271186440677972,34.58149779735683,0.2956850310783841
Slovenia,2018,121.55,1.7386086198818,53689067639.91761,4.379081716129221,746,245,2073894,8.730655693711414,22.0949263502455,0.3597098019474476
Slovenia,2019,129.69,1.63052260754344,53909922735.54501,3.505251668401627,741,308,2088385,6.696832579185521,-0.6702412868632708,0.35481963335304556
Slovenia,2020,135.66,-0.05485681576061,53384760135.15813,-4.0849981529781445,823,277,2102419,4.603284755956511,11.06612685560054,0.39145384435738073
Slovenia,2021,151.32,1.91706506089259,61529280461.09203,8.389650320944611,839,572,2108079,11.543564794338785,1.9441069258809234,0.3979926748475745
Slovenia,2022,173.65,8.83369886749452,59927702746.28428,2.6992375568737543,8705,495,2112076,14.756806767116053,937.544696066746,4.121537293165587
Slovenia,2023,186.22,7.44687717385838,69148468417.32083,2.112591843189989,10525,1143,2120461,7.238698531528934,20.907524411257896,4.963543304970004
Slovakia,2010,97.06,0.957018132975143,91112160800.76685,6.7905821401505335,451,267,5391428,-47.87885296960584,-95.71496437054631,0.08365130722324401
Slovakia,2011,95.6,3.9192859914629,99705104723.43404,2.562424558550888,535,185,5398384,-1.5042241912219327,18.625277161862527,0.09910373178343741
Slovakia,2012,92.94,3.6061026352289,94724394278.05196,1.5691711562839856,650,194,5407579,-2.7824267782426744,21.49532710280374,0.12020166510743532
Slovakia,2013,93.69,1.40047368963025,99134277850.34184,0.7033236347383252,691,200,5413393,0.8069722401549387,6.3076923076923075,0.12764637631149264
Slovakia,2014,94.96,-0.0761653295419871,101713075598.86238,2.707950623551937,791,220,5418649,1.355534208560141,14.47178002894356,0.14597734601373882
Slovakia,2015,100,-0.325219777427673,89178548717.33238,5.176879510370895,816,173,5423801,5.307497893850049,3.16055625790139,0.15044799763118152
Slovakia,2016,106.67,-0.520010196278266,90347173228.63564,1.9478190258231225,980,38,5430798,6.670000000000003,20.098039215686274,0.18045230185324515
Slovakia,2017,112.91,1.31194588223228,95978130734.97664,2.874732255388963,912,26,5439232,5.849817193212707,-6.938775510204081,0.16767072998540972
Slovakia,2018,121.32,2.51403712883812,106611673364.8368,4.062120369830183,938,17,5446771,7.448410238242846,2.850877192982456,0.17221212347645973
Slovakia,2019,132.4,2.66456133425431,105843498304.09396,2.275899181603364,965,5,5454147,9.13287174414772,2.878464818763326,0.17692959137331649
Slovakia,2020,145.02,1.93694126694223,107732602896.44077,-2.585512529131904,1006,44,5458827,9.531722054380667,4.248704663212435,0.18428867593715645
Slovakia,2021,154.27,3.14960629921268,120592216208.38568,5.726988540118924,1046,43,5447247,6.378430561301888,3.9761431411530817,0.19202360384979789
Slovakia,2022,175.41,12.7741463637611,115928615553.28644,0.4496738750815723,96563,104,5431752,13.703247552991499,9131.644359464628,17.777505305838705
Slovakia,2023,175.08,10.5319476645211,132908336234.29453,1.3783372720944411,126866,92,5426740,-0.18813066529843459,31.38158507917111,23.37793961015269
Finland,2010,93.88,1.18413523154646,249429613683.3338,3.1682877232525755,8721,2075,5363352,-46.378798263650914,-93.12581779200102,1.626035359976373
Finland,2011,96.87,3.41680754255211,275126915515.56476,2.3903947262183607,9170,2262,5388272,3.1849169152109176,5.148492145396171,1.7018443018466773
Finland,2012,99.21,2.80833622561574,257443384492.9688,-1.5228402849933218,9910,1867,5413971,2.4156085475379263,8.069792802617231,1.830449405805831
Finland,2013,100.35,1.4782861568881,270268036626.27527,-0.9797410280686308,11242,1504,5438972,1.1490777139401276,13.440968718466195,2.066934707514582
Finland,2014,100,1.04119621178439,273478528954.901,-0.4780683185790196,11783,1734,5461512,-0.34877927254608304,4.812310976694539,2.157461157276593
Finland,2015,100,-0.207928839905268,233210733506.24988,0.46650351789539,12692,24340,5479531,0,7.714503946363404,2.3162566285326243
Finland,2016,101.29,0.356684500891695,238777818792.60757,2.571934231559723,18402,5559,5495303,1.2900000000000063,44.988969429561934,3.3486779527898642
Finland,2017,102.39,0.754015047084346,253846138440.00043,3.303370161133216,20793,3101,5508214,1.0859907197156622,12.99315291816107,3.774907801330885
Finland,2018,103.34,1.08382098409305,273869255596.07825,1.192977729885044,22287,3264,5515525,0.9278249829084898,7.185110373683451,4.040775810099673
Finland,2019,103.77,1.02409392963431,267014821129.41135,1.3497384382612267,23458,8308,5521606,0.41610218695567314,5.254184053484094,4.248401642565588
Finland,2020,105.6,0.290554555653239,270000311606.22644,-2.491036209772389,23428,6316,5529543,1.7635154668979458,-0.12788814050643704,4.236878165157591
Finland,2021,110.45,2.19457432340007,294223210496.1193,2.7347134858954263,24078,2408,5541017,4.592803030303038,2.774457913607649,4.345411681646167
Finland,2022,111.75,7.12350773301402,280241515774.3201,1.4500480727209035,69553,6046,5556106,1.1770031688546827,188.86535426530443,12.518299686867024
Finland,2023,105.41,6.25064322154763,295532341254.90717,-1.1639628152219783,89869,7410,5583911,-5.673378076062643,29.209379897344473,16.094275141562964
Sweden,2010,73.97,1.15798802715628,492753255885.71826,5.750735843227247,82620,18606,9378126,-29.826392182904847,-8.066185225161068,8.809862439468183
Sweden,2011,75.87,2.9611507382214,570541353128.7235,3.163910481452035,86603,18106,9449213,2.5686088954981825,4.820866618252239,9.16510189790409
Sweden,2012,76.83,0.888377506923638,549742183874.3553,-0.41446572107088286,92869,22830,9519374,1.2653222617635347,7.235315173839243,9.755788563407636
Sweden,2013,80.79,-0.0442929701485858,584128116410.29,1.1377164979708567,114172,27705,9600379,5.1542366263178545,22.93876320408317,11.892447162763053
Sweden,2014,88.4,-0.179638494114635,577730245154.1624,2.295763808728396,142197,56748,9696110,9.419482609233814,24.54629856707424,14.665365801336824
Sweden,2015,100,-0.0467847449832812,501698263620.6632,4.410140675793414,169516,157017,9799186,13.12217194570135,19.212079017138194,17.2989878955252
Sweden,2016,108.24,0.984269244577992,514218206628.3252,2.3497408043253927,230158,83040,9923085,8.239999999999995,35.77361429009651,23.19419817526505
Sweden,2017,115.43,1.79449904665589,536083940228.68365,1.8251560149471688,240954,51588,10057698,6.642645971914275,4.690690742880978,23.95717190951647
Sweden,2018,114.35,1.95353530127028,551312498430.1636,1.9029645884077269,248210,37892,10175214,-0.9356319847526747,3.0113631647534387,24.393590149553614
Sweden,2019,117.19,1.78415097403835,532169294165.9397,2.549647852530484,253787,28006,10278887,2.4836029733275065,2.246887716046896,24.690124524182433
Sweden,2020,122.11,0.497367318853572,545147614972.1406,-2.005337503537632,248372,18603,10353442,4.198310436044032,-2.1336790300527606,23.989316789527578
Sweden,2021,134.46,2.16319736447153,637186904843.6361,5.937508573074396,240854,13954,10415811,10.113831791008113,-3.0269112460341745,23.123883488285262
Sweden,2022,139.25,8.36929098869189,579895717343.956,1.459288507572694,277726,14469,10486941,3.56239773910456,15.308859308958954,26.48303256402415
Sweden,2023,131.93,8.54862489748902,584960475767.3202,-0.31067018472589325,237632,11271,10536632,-5.256732495511665,-14.43653096937269,22.55293721940749
Iceland,2010,72.02,5.39673113167477,13751161917.739773,-2.832774915408549,72,25,318041,-45.41044493291898,-99.9697010503636,0.22638590621963833
Iceland,2011,75.36,4.0010266434312,15221622925.931889,1.8457791562421733,55,56,319014,4.637600666481538,-23.61111111111111,0.17240622668597616
Iceland,2012,80.57,5.18589988750698,14751508133.544275,1.0636366074376298,55,87,320716,6.913481953290862,0,0.17149128824255727
Iceland,2013,85.21,3.87227923748249,16125060515.31174,4.55246032015107,72,267,323764,5.758967357577263,30.909090909090907,0.2223842057795184
Iceland,2014,92.39,2.04461481539333,17867662177.89113,1.6872150175064178,93,210,327386,8.426241051519783,29.166666666666668,0.2840683474552974
Iceland,2015,100,1.63305558181326,17517210519.091156,4.436663719371722,170,159,330815,8.23682216690118,82.79569892473118,0.5138823813914122
Iceland,2016,109.77,1.69692761997751,20793168030.952427,6.303687106501755,245,324,335439,9.769999999999996,44.11764705882353,0.7303861506861158
Iceland,2017,131.2,1.76041559180596,24728285177.460316,4.194948829083756,361,327,343400,19.522638243600248,47.3469387755102,1.0512521840419335
Iceland,2018,142.01,2.68291768267392,26260850582.06868,4.889172994865447,549,437,352721,8.239329268292686,52.07756232686981,1.5564709784787412
Iceland,2019,148.29,3.01397179156053,24681343649.29519,1.8611779429387385,894,365,360563,4.422223787057251,62.841530054644814,2.479455740050976
Iceland,2020,157.79,2.84792401518665,21629953194.065945,-6.940453094890344,1460,181,366463,6.406365904646301,63.31096196868009,3.9840311300185833
Iceland,2021,177.57,4.44423970189739,25825287184.381817,5.254209753178543,1830,306,372520,12.535648646935801,25.34246575342466,4.912487920111672
Iceland,2022,214.84,8.3087551155892,28770206626.556377,8.992507612691497,5240,981,382003,20.988905783634628,186.33879781420765,13.717169760446907
Iceland,2023,231.57,8.73630299937298,31325116556.38074,5.03717943960838,8715,2850,393349,7.787190467324516,66.31679389312977,22.155897180366544
Norway,2010,75.77,2.41890639481001,431052143940.4382,0.7870518454954407,40245,12443,4889252,-67.27987217687956,361.7900172117039,8.231320455562527
Norway,2011,81.95,1.28495158809152,501360549669.4038,1.1056560273372753,40671,11114,4953088,8.156262372970842,1.0585165859112935,8.211241148955965
Norway,2012,87.48,0.696864111498362,512777309840.997,2.717959266789819,42805,9317,5018573,6.748017083587554,5.246981878980109,8.529316999075235
Norway,2013,91.24,2.12048620353112,526014468085.1064,1.0161908240927175,46088,6311,5079623,4.298125285779596,7.669664758789861,9.073114284268733
Norway,2014,93.74,2.04170286707211,501736471832.84814,2.0481319985508435,47025,7148,5137232,2.740026304252521,2.033067175837528,9.153762181657358
Norway,2015,100,2.17113665389527,388159512245.53046,1.8573397264330251,50377,25274,5188607,6.678045658203548,7.1281233386496545,9.709157004953353
Norway,2016,107.88,3.54999999999998,370956547619.0476,1.1647242349728515,59512,7505,5234519,7.8799999999999955,18.133275105703,11.369143946177289
Norway,2017,113.75,1.87510059552554,401745275035.26074,2.4637462851014647,59230,2952,5276968,5.441230997404528,-0.47385401263610705,11.224248469954716
Norway,2018,115.53,2.76483134528788,439788625883.7995,0.828900664137592,57004,2246,5311916,1.564835164835166,-3.758230626371771,10.731344396259278
