Country,Year,HPI,HPIgrowth
Spain,2009,136.97,-6.607118505386607
Spain,2010,134.55,-1.7668102504197907
Spain,2011,124.27,-7.640282422891128
Spain,2012,105.9,-14.78232880019312
Spain,2013,96.24,-9.121813031161482
Spain,2014,96.54,0.31172069825437587
Spain,2015,100,3.5840066293764177
Spain,2016,104.62,4.6200000000000045
Spain,2017,111.1,6.193844389218112
Spain,2018,118.58,6.732673267326737
Spain,2019,124.71,5.169505818856464
Spain,2020,127.5,2.237190281452976
Spain,2021,132.19,3.678431372549018
Spain,2022,141.98,7.4060065057871185
Spain,2023,147.69,4.021693196224827
France,2005,84.72,-42.63660369693276
France,2006,94.51,11.555712936732775
France,2007,100.57,6.412019892074899
France,2008,101.52,0.9446156905637894
France,2009,95.32,-6.107171000788025
France,2010,99.74,4.637012169534203
France,2011,105.46,5.734910767996791
France,2012,104.88,-0.5499715531955228
France,2013,102.93,-1.859267734553765
France,2014,101.36,-1.5253084620616024
France,2015,100,-1.3417521704814517
France,2016,101.04,1.0400000000000063
France,2017,104.24,3.167062549485341
France,2018,107.29,2.9259401381427583
France,2019,110.86,3.3274303290148133
France,2020,116.62,5.195742377773773
France,2021,123.98,6.311095866918196
France,2022,131.82,6.32360058073882
France,2023,131.26,-0.4248217265968763
Croatia,2005,NA,NA
Croatia,2006,NA,NA
Croatia,2007,NA,NA
Croatia,2008,124.14,NA
Croatia,2009,117.93,-5.0024166263895555
Croatia,2010,110.47,-6.325786483507172
Croatia,2011,110.66,0.17199239612564293
Croatia,2012,108.93,-1.563347189589725
Croatia,2013,104.63,-3.94748921325623
Croatia,2014,102.98,-1.5769855681926708
Croatia,2015,100,-2.8937657797630645
Croatia,2016,100.89,0.8900000000000006
Croatia,2017,104.75,3.8259490534245213
Croatia,2018,111.14,6.100238663484488
Croatia,2019,121.1,8.961669965808884
Croatia,2020,130.38,7.663088356729976
Croatia,2021,139.91,7.309403282712074
Croatia,2022,160.69,14.852405117575584
Croatia,2023,179.88,11.9422490509677
Italy,2005,NA,NA
Italy,2006,NA,NA
Italy,2007,NA,NA
Italy,2008,NA,NA
Italy,2009,NA,NA
Italy,2010,118.1,NA
Italy,2011,119.7,1.3547840812870522
Italy,2012,116.7,-2.506265664160401
Italy,2013,109.1,-6.512425021422458
Italy,2014,104,-4.674610449129235
Italy,2015,100,-3.8461538461538463
Italy,2016,100.3,0.29999999999999716
Italy,2017,99.2,-1.0967098703888278
Italy,2018,98.6,-0.6048387096774279
Italy,2019,98.5,-0.10141987829614027
Italy,2020,100.4,1.92893401015229
Italy,2021,103,2.5896414342629424
Italy,2022,106.9,3.786407766990297
Italy,2023,108.3,1.3096351730589255
Cyprus,2005,97.06,-10.378578024007384
Cyprus,2006,108.57,11.858644137646806
Cyprus,2007,121.32,11.743575573362808
Cyprus,2008,128.17,5.646224859874708
Cyprus,2009,119.76,-6.561597877818509
Cyprus,2010,112.9,-5.728122912491649
Cyprus,2011,111.09,-1.603188662533217
Cyprus,2012,107.7,-3.051579800162031
Cyprus,2013,103.29,-4.094707520891362
Cyprus,2014,101.47,-1.7620292380675837
Cyprus,2015,100,-1.4487040504582624
Cyprus,2016,100.27,0.269999999999996
Cyprus,2017,102.52,2.2439413583325023
Cyprus,2018,104.32,1.755754974639092
Cyprus,2019,108.2,3.719325153374243
Cyprus,2020,107.98,-0.20332717190388064
Cyprus,2021,104.33,-3.3802556028894295
Cyprus,2022,107.13,2.6837918144349633
Cyprus,2023,110.27,2.931018388873332
Latvia,2005,NA,NA
Latvia,2006,104.48,NA
Latvia,2007,142.37,36.26531393568147
Latvia,2008,143.94,1.1027604130083537
Latvia,2009,90.24,-37.30721133805753
Latvia,2010,80.35,-10.959663120567377
Latvia,2011,88.73,10.429371499688873
Latvia,2012,91.36,2.9640482362222422
Latvia,2013,97.62,6.852014010507887
Latvia,2014,103.48,6.002868264699856
Latvia,2015,100,-3.362968689601859
Latvia,2016,108.49,8.489999999999995
Latvia,2017,118.01,8.775002304359859
Latvia,2018,129.3,9.566985848656898
Latvia,2019,140.88,8.955916473317853
Latvia,2020,145.77,3.471039182282804
Latvia,2021,161.65,10.89387391095561
Latvia,2022,184.01,13.832353850912455
Latvia,2023,190.89,3.7389272322156377
Lithuania,2005,NA,NA
Lithuania,2006,94.25,NA
Lithuania,2007,119.06,26.323607427055705
Lithuania,2008,129.76,8.987065345204089
Lithuania,2009,90.92,-29.93218249075215
Lithuania,2010,84.2,-7.391113066432027
Lithuania,2011,89.77,6.615201900237522
Lithuania,2012,89.56,-0.2339311574022432
Lithuania,2013,90.65,1.2170611880303746
Lithuania,2014,96.47,6.420297848869269
Lithuania,2015,100,3.6591686534674004
Lithuania,2016,105.4,5.400000000000006
Lithuania,2017,114.8,8.918406072106254
Lithuania,2018,123.18,7.2996515679442595
Lithuania,2019,131.61,6.843643448611793
Lithuania,2020,141.18,7.271483929792563
Lithuania,2021,163.84,16.050432072531517
Lithuania,2022,195.05,19.049072265625007
Lithuania,2023,214.2,9.8179953857985
Luxembourg,2005,NA,NA
Luxembourg,2006,NA,NA
Luxembourg,2007,74.42,NA
Luxembourg,2008,76.91,3.345874764848152
Luxembourg,2009,76.02,-1.157196723442986
Luxembourg,2010,80.14,5.419626414101558
Luxembourg,2011,83.09,3.6810581482405826
Luxembourg,2012,86.58,4.2002647731375555
Luxembourg,2013,90.89,4.97805497805498
Luxembourg,2014,94.88,4.38992188359555
Luxembourg,2015,100,5.396290050590224
Luxembourg,2016,106.01,6.010000000000005
Luxembourg,2017,111.96,5.6126780492406265
Luxembourg,2018,119.86,7.056091461236161
Luxembourg,2019,131.99,10.12014016352412
Luxembourg,2020,151.12,14.493522236533066
Luxembourg,2021,172.15,13.916093170989944
Luxembourg,2022,188.6,9.555620098751081
Luxembourg,2023,171.48,-9.07741251325557
Hungary,2005,NA,NA
Hungary,2006,NA,NA
Hungary,2007,98.91,NA
Hungary,2008,101.26,2.375897280355888
Hungary,2009,95.95,-5.243926525775234
Hungary,2010,93.66,-2.386659718603446
Hungary,2011,90.45,-3.4272901985906405
Hungary,2012,87.1,-3.703703703703713
Hungary,2013,84.87,-2.5602755453501604
Hungary,2014,88.43,4.1946506421585985
Hungary,2015,100,13.083795092163284
Hungary,2016,113.38,13.379999999999995
Hungary,2017,127.24,12.224378197212912
Hungary,2018,145.5,14.350833071361214
Hungary,2019,170.17,16.95532646048109
Hungary,2020,178.58,4.942116706822604
Hungary,2021,208.04,16.496808153208633
Hungary,2022,254.52,22.34185733512787
Hungary,2023,272.54,7.079993713657083
Malta,2005,58.43,-78.56094518235855
Malta,2006,70.04,19.8699298305665
Malta,2007,84.75,21.002284408909183
Malta,2008,94.14,11.079646017699115
Malta,2009,90.07,-4.323348204801367
Malta,2010,91.04,1.0769401576551718
Malta,2011,89.8,-1.3620386643233844
Malta,2012,92.54,3.051224944320723
Malta,2013,92.16,-0.41063323968014875
Malta,2014,94.51,2.549913194444454
Malta,2015,100,5.808909110147069
Malta,2016,105.45,5.450000000000003
Malta,2017,111.03,5.291607396870553
Malta,2018,117.45,5.782221021345584
Malta,2019,124.65,6.130268199233719
Malta,2020,128.86,3.3774568792619397
Malta,2021,135.44,5.106316933105683
Malta,2022,144.45,6.6523922031895975
Malta,2023,153.42,6.209761163032191
Netherlands,2005,106.3,-30.71307521835484
Netherlands,2006,110.82,4.252116650987767
Netherlands,2007,116.18,4.836672080851844
Netherlands,2008,118.74,2.203477362713021
Netherlands,2009,113.46,-4.4466902475998
Netherlands,2010,111.48,-1.7451084082495947
Netherlands,2011,109.27,-1.9824183710082595
Netherlands,2012,101.96,-6.689850828223669
Netherlands,2013,95.81,-6.031777167516665
Netherlands,2014,96.61,0.8349859096127723
Netherlands,2015,100,3.508953524479868
Netherlands,2016,105.29,5.290000000000006
Netherlands,2017,113.81,8.091936556178169
Netherlands,2018,124.4,9.304981987523067
Netherlands,2019,133.38,7.218649517684879
Netherlands,2020,144.07,8.014694856800118
Netherlands,2021,164.94,14.486013743319223
Netherlands,2022,186.84,13.277555474718083
Netherlands,2023,183.26,-1.9160779276386277
Austria,2005,NA,NA
Austria,2006,NA,NA
Austria,2007,NA,NA
Austria,2008,NA,NA
Austria,2009,NA,NA
Austria,2010,77.32,NA
Austria,2011,81.47,5.367304707708233
Austria,2012,86.86,6.61593224499816
Austria,2013,91.2,4.996546166244535
Austria,2014,94.68,3.8157894736842146
Austria,2015,100,5.6189269117025695
Austria,2016,106.71,6.709999999999994
Austria,2017,112.14,5.088557773404561
Austria,2018,118.83,5.965757089352593
Austria,2019,125.97,6.008583690987125
Austria,2020,135.52,7.581170119869819
Austria,2021,151.02,11.437426210153482
Austria,2022,168.49,11.56800423784929
Austria,2023,163.68,-2.854768829010625
Poland,2005,NA,NA
Poland,2006,NA,NA
Poland,2007,NA,NA
Poland,2008,NA,NA
Poland,2009,NA,NA
Poland,2010,105.61,NA
Poland,2011,105.7,0.08521920272701772
Poland,2012,102.01,-3.4910122989593164
Poland,2013,97.54,-4.381923340848935
Poland,2014,98.5,0.984211605495175
Poland,2015,100,1.5228426395939088
Poland,2016,101.86,1.8599999999999994
Poland,2017,105.78,3.84841939917534
Poland,2018,112.74,6.579693703913778
Poland,2019,122.52,8.674827035657266
Poland,2020,135.36,10.479921645445655
Poland,2021,147.77,9.168144208037821
Poland,2022,165.21,11.80212492386817
Poland,2023,179.78,8.819078748259786
Portugal,2005,NA,NA
Portugal,2006,NA,NA
Portugal,2007,NA,NA
Portugal,2008,107.53,NA
Portugal,2009,106.54,-0.9206733004742815
Portugal,2010,107.36,0.7696639759714596
Portugal,2011,102.09,-4.908718330849475
Portugal,2012,94.87,-7.072191203839748
Portugal,2013,93.09,-1.8762517128702447
Portugal,2014,97.04,4.2432055000537146
Portugal,2015,100,3.050288540807908
Portugal,2016,107.12,7.1200000000000045
Portugal,2017,117.02,9.24197162061239
Portugal,2018,129.03,10.263202871304056
Portugal,2019,141.88,9.958924281174916
Portugal,2020,154.33,8.775021144629276
Portugal,2021,168.84,9.401930927233842
Portugal,2022,190.17,12.633262260127923
Portugal,2023,205.76,8.197928169532526
Romania,2005,NA,NA
Romania,2006,NA,NA
Romania,2007,NA,NA
Romania,2008,NA,NA
Romania,2009,129.28,NA
Romania,2010,119.54,-7.534034653465342
Romania,2011,104.83,-12.305504433662378
Romania,2012,99.51,-5.074883144138122
Romania,2013,99.26,-0.2512310320570797
Romania,2014,97.22,-2.055208543219833
Romania,2015,100,2.859493931289859
Romania,2016,105.95,5.950000000000003
Romania,2017,112.36,6.050023596035863
Romania,2018,118.62,5.571377714489147
Romania,2019,122.69,3.43112459956162
Romania,2020,128.44,4.686608525552205
Romania,2021,134.09,4.398941139831833
Romania,2022,143.7,7.166828249683037
Romania,2023,148.43,3.29157967988867
Slovenia,2005,NA,NA
Slovenia,2006,NA,NA
Slovenia,2007,120.85,NA
Slovenia,2008,129.31,7.000413736036417
Slovenia,2009,117.06,-9.473358595622921
Slovenia,2010,117.21,0.12813941568425719
Slovenia,2011,120.39,2.7130790888149536
Slovenia,2012,112.09,-6.8942603206246345
Slovenia,2013,106.21,-5.245784637344999
Slovenia,2014,99.2,-6.600131814330093
Slovenia,2015,100,0.8064516129032229
Slovenia,2016,103.25,3.25
Slovenia,2017,111.79,8.271186440677972
Slovenia,2018,121.55,8.730655693711414
Slovenia,2019,129.69,6.696832579185521
Slovenia,2020,135.66,4.603284755956511
Slovenia,2021,151.32,11.543564794338785
Slovenia,2022,173.65,14.756806767116053
Slovenia,2023,186.22,7.238698531528934
Slovakia,2005,NA,NA
Slovakia,2006,75.99,NA
Slovakia,2007,98,28.964337412817486
Slovakia,2008,115.55,17.908163265306122
Slovakia,2009,100.82,-12.747728256166166
Slovakia,2010,97.06,-3.729418766117825
Slovakia,2011,95.6,-1.5042241912219327
Slovakia,2012,92.94,-2.7824267782426744
Slovakia,2013,93.69,0.8069722401549387
Slovakia,2014,94.96,1.355534208560141
Slovakia,2015,100,5.307497893850049
Slovakia,2016,106.67,6.670000000000003
Slovakia,2017,112.91,5.849817193212707
Slovakia,2018,121.32,7.448410238242846
Slovakia,2019,132.4,9.13287174414772
Slovakia,2020,145.02,9.531722054380667
Slovakia,2021,154.27,6.378430561301888
Slovakia,2022,175.41,13.703247552991499
Slovakia,2023,175.08,-0.18813066529843459
Finland,2005,76.25,-56.44848069453964
Finland,2006,81.56,6.96393442622951
Finland,2007,86.37,5.897498773908781
Finland,2008,87.06,0.7988885029524113
Finland,2009,88.31,1.4357914082242131
Finland,2010,93.88,6.307326463594149
Finland,2011,96.87,3.1849169152109176
Finland,2012,99.21,2.4156085475379263
Finland,2013,100.35,1.1490777139401276
Finland,2014,100,-0.34877927254608304
Finland,2015,100,0
Finland,2016,101.29,1.2900000000000063
Finland,2017,102.39,1.0859907197156622
Finland,2018,103.34,0.9278249829084898
Finland,2019,103.77,0.41610218695567314
Finland,2020,105.6,1.7635154668979458
Finland,2021,110.45,4.592803030303038
Finland,2022,111.75,1.1770031688546827
Finland,2023,105.41,-5.673378076062643
Sweden,2005,52.04,-50.63086993643867
Sweden,2006,58.46,12.336664104534977
Sweden,2007,65.74,12.452959288402315
Sweden,2008,66.47,1.1104350471554671
Sweden,2009,68.57,3.1593199939822387
Sweden,2010,73.97,7.875164065918049
Sweden,2011,75.87,2.5686088954981825
Sweden,2012,76.83,1.2653222617635347
Sweden,2013,80.79,5.1542366263178545
Sweden,2014,88.4,9.419482609233814
Sweden,2015,100,13.12217194570135
Sweden,2016,108.24,8.239999999999995
Sweden,2017,115.43,6.642645971914275
Sweden,2018,114.35,-0.9356319847526747
Sweden,2019,117.19,2.4836029733275065
Sweden,2020,122.11,4.198310436044032
Sweden,2021,134.46,10.113831791008113
Sweden,2022,139.25,3.56239773910456
Sweden,2023,131.93,-5.256732495511665
Iceland,2005,60.6,-54.06655044341697
Iceland,2006,70.79,16.815181518151824
Iceland,2007,77.44,9.393982200875817
Iceland,2008,82.26,6.224173553719018
Iceland,2009,74.28,-9.700948212983228
Iceland,2010,72.02,-3.0425417339795437
Iceland,2011,75.36,4.637600666481538
Iceland,2012,80.57,6.913481953290862
Iceland,2013,85.21,5.758967357577263
Iceland,2014,92.39,8.426241051519783
Iceland,2015,100,8.23682216690118
Iceland,2016,109.77,9.769999999999996
Iceland,2017,131.2,19.522638243600248
Iceland,2018,142.01,8.239329268292686
Iceland,2019,148.29,4.422223787057251
Iceland,2020,157.79,6.406365904646301
Iceland,2021,177.57,12.535648646935801
Iceland,2022,214.84,20.988905783634628
Iceland,2023,231.57,7.787190467324516
Norway,2005,54.24,-76.5772768493328
Norway,2006,61.66,13.67994100294984
Norway,2007,69.43,12.601362309438876
Norway,2008,68.69,-1.0658216909117226
Norway,2009,69.99,1.8925607803173639
Norway,2010,75.77,8.258322617516791
Norway,2011,81.95,8.156262372970842
Norway,2012,87.48,6.748017083587554
Norway,2013,91.24,4.298125285779596
Norway,2014,93.74,2.740026304252521
Norway,2015,100,6.678045658203548
Norway,2016,107.88,7.8799999999999955
Norway,2017,113.75,5.441230997404528
Norway,2018,115.53,1.564835164835166
Norway,2019,120.18,4.024928589976634
Norway,2020,126.11,4.934265268763515
Norway,2021,137.66,9.158671001506619
Norway,2022,145.71,5.84774081069302
Norway,2023,147.63,1.317685814288647
Switzerland,2005,NA,NA
Switzerland,2006,NA,NA
Switzerland,2007,NA,NA
Switzerland,2008,NA,NA
Switzerland,2009,NA,NA
Switzerland,2010,NA,NA
Switzerland,2011,NA,NA
Switzerland,2012,NA,NA
Switzerland,2013,NA,NA
Switzerland,2014,NA,NA
Switzerland,2015,NA,NA
Switzerland,2016,NA,NA
Switzerland,2017,NA,NA
Switzerland,2018,NA,NA
Switzerland,2019,NA,NA
Switzerland,2020,NA,NA
Switzerland,2021,NA,NA
Switzerland,2022,NA,NA
Switzerland,2023,NA,NA
